id,PredictionString,negative,typical,indeterminate,atypical
298767d24da4_study,negative 0.3129 0 0 1 1 typical 0.3396 0 0 1 1 indeterminate 0.2787 0 0 1 1 atypical 0.0688 0 0 1 1,0.31294557,0.3395809,0.27867207,0.06880142
2990579c982c_study,negative 0.3995 0 0 1 1 typical 0.3339 0 0 1 1 indeterminate 0.159 0 0 1 1 atypical 0.1076 0 0 1 1,0.39945668,0.3339416,0.15896256,0.107639134
299201b9ba40_study,negative 0.0216 0 0 1 1 typical 0.0955 0 0 1 1 indeterminate 0.1467 0 0 1 1 atypical 0.7362 0 0 1 1,0.021607272,0.095471375,0.14670286,0.7362185
299de817cf02_study,negative 0.5373 0 0 1 1 typical 0.1453 0 0 1 1 indeterminate 0.2443 0 0 1 1 atypical 0.0731 0 0 1 1,0.53733027,0.1452894,0.2442963,0.073084086
299f34b2a99c_study,negative 0.0071 0 0 1 1 typical 0.7857 0 0 1 1 indeterminate 0.1877 0 0 1 1 atypical 0.0195 0 0 1 1,0.00712261,0.78572077,0.18768623,0.019470397
29a43ad85322_study,negative 0.882 0 0 1 1 typical 0.0468 0 0 1 1 indeterminate 0.0581 0 0 1 1 atypical 0.0131 0 0 1 1,0.88195145,0.04679972,0.058120638,0.013128191
29a5220911b1_study,negative 0.9671 0 0 1 1 typical 0.012 0 0 1 1 indeterminate 0.0181 0 0 1 1 atypical 0.0027 0 0 1 1,0.9671127,0.012040739,0.018112667,0.0027338853
29afa03eedd3_study,negative 0.5774 0 0 1 1 typical 0.2033 0 0 1 1 indeterminate 0.1731 0 0 1 1 atypical 0.0462 0 0 1 1,0.57738805,0.20327556,0.1731,0.046236396
29b7fce85c4c_study,negative 0.0005 0 0 1 1 typical 0.9618 0 0 1 1 indeterminate 0.0342 0 0 1 1 atypical 0.0035 0 0 1 1,0.0004541595,0.96183825,0.03418605,0.0035214596
29cd2e8cd19c_study,negative 0.0002 0 0 1 1 typical 0.9781 0 0 1 1 indeterminate 0.0203 0 0 1 1 atypical 0.0014 0 0 1 1,0.00015337378,0.97814506,0.020331413,0.001370229
29df47042061_study,negative 0.2004 0 0 1 1 typical 0.4201 0 0 1 1 indeterminate 0.2791 0 0 1 1 atypical 0.1004 0 0 1 1,0.20038211,0.42006776,0.2791164,0.10043372
29f29443067b_study,negative 0.7171 0 0 1 1 typical 0.0544 0 0 1 1 indeterminate 0.1642 0 0 1 1 atypical 0.0643 0 0 1 1,0.717067,0.05437109,0.16424629,0.064315654
2a1768cea4ae_study,negative 0.0274 0 0 1 1 typical 0.7159 0 0 1 1 indeterminate 0.1889 0 0 1 1 atypical 0.0678 0 0 1 1,0.02737318,0.7159347,0.18885812,0.06783396
2a234c42eaac_study,negative 0.9577 0 0 1 1 typical 0.0096 0 0 1 1 indeterminate 0.0243 0 0 1 1 atypical 0.0084 0 0 1 1,0.9577302,0.00957122,0.024284462,0.008414179
2a327d0c2f61_study,negative 0.4261 0 0 1 1 typical 0.2992 0 0 1 1 indeterminate 0.2174 0 0 1 1 atypical 0.0573 0 0 1 1,0.42607808,0.29923612,0.2173682,0.057317626
2a34f33583d3_study,negative 0.9179 0 0 1 1 typical 0.0231 0 0 1 1 indeterminate 0.0426 0 0 1 1 atypical 0.0164 0 0 1 1,0.91789865,0.023053652,0.042647727,0.016399948
2a35c8a7742b_study,negative 0.9766 0 0 1 1 typical 0.005 0 0 1 1 indeterminate 0.0168 0 0 1 1 atypical 0.0015 0 0 1 1,0.9766457,0.005016388,0.016798565,0.001539389
2a457a88c49b_study,negative 0.46 0 0 1 1 typical 0.2226 0 0 1 1 indeterminate 0.2331 0 0 1 1 atypical 0.0842 0 0 1 1,0.46001473,0.22259603,0.233144,0.08424519
2a7b4e669dda_study,negative 0.987 0 0 1 1 typical 0.0003 0 0 1 1 indeterminate 0.0099 0 0 1 1 atypical 0.0028 0 0 1 1,0.98701316,0.00029295424,0.009879125,0.0028147367
2a886a5ecdc0_study,negative 0.522 0 0 1 1 typical 0.2374 0 0 1 1 indeterminate 0.1904 0 0 1 1 atypical 0.0502 0 0 1 1,0.5220319,0.23737633,0.19035208,0.05023969
2a8a246f1ebb_study,negative 0.4591 0 0 1 1 typical 0.154 0 0 1 1 indeterminate 0.2678 0 0 1 1 atypical 0.119 0 0 1 1,0.45912457,0.15404601,0.26783505,0.11899431
2a99eceed859_study,negative 0.0015 0 0 1 1 typical 0.9393 0 0 1 1 indeterminate 0.0448 0 0 1 1 atypical 0.0145 0 0 1 1,0.0015012011,0.93925524,0.04476085,0.014482685
2ab426f9cfcb_study,negative 0.6155 0 0 1 1 typical 0.0407 0 0 1 1 indeterminate 0.2053 0 0 1 1 atypical 0.1385 0 0 1 1,0.61553156,0.04065192,0.20527293,0.13854356
2ac71ff83527_study,negative 0.9745 0 0 1 1 typical 0.0141 0 0 1 1 indeterminate 0.0089 0 0 1 1 atypical 0.0025 0 0 1 1,0.9744527,0.014092935,0.008910136,0.002544284
2ac74c9a0635_study,negative 0.1141 0 0 1 1 typical 0.6681 0 0 1 1 indeterminate 0.1828 0 0 1 1 atypical 0.0349 0 0 1 1,0.11414071,0.66807485,0.18284704,0.034937397
2acecb7b0b72_study,negative 0.9046 0 0 1 1 typical 0.0255 0 0 1 1 indeterminate 0.0557 0 0 1 1 atypical 0.0142 0 0 1 1,0.904554,0.025522683,0.055736393,0.014186959
2ae591e11315_study,negative 0.899 0 0 1 1 typical 0.0275 0 0 1 1 indeterminate 0.0516 0 0 1 1 atypical 0.0219 0 0 1 1,0.8989757,0.027536476,0.051615816,0.02187214
2ae96f2e621d_study,negative 0.0299 0 0 1 1 typical 0.7195 0 0 1 1 indeterminate 0.1858 0 0 1 1 atypical 0.0647 0 0 1 1,0.029871048,0.7195426,0.18584067,0.06474562
2afe9fa4b788_study,negative 0.5082 0 0 1 1 typical 0.1969 0 0 1 1 indeterminate 0.2481 0 0 1 1 atypical 0.0469 0 0 1 1,0.50820255,0.19686589,0.24807994,0.04685158
2b074ba8887f_study,negative 0.0539 0 0 1 1 typical 0.7559 0 0 1 1 indeterminate 0.1564 0 0 1 1 atypical 0.0337 0 0 1 1,0.053936,0.7559447,0.15641709,0.033702143
2b2548a40da2_study,negative 0.2234 0 0 1 1 typical 0.4652 0 0 1 1 indeterminate 0.2262 0 0 1 1 atypical 0.0852 0 0 1 1,0.22338489,0.46516672,0.22620946,0.085238926
2b26cc349c14_study,negative 0.7942 0 0 1 1 typical 0.0881 0 0 1 1 indeterminate 0.0883 0 0 1 1 atypical 0.0294 0 0 1 1,0.7942291,0.08810255,0.08828217,0.029386198
2b2ab9538843_study,negative 0.0294 0 0 1 1 typical 0.7729 0 0 1 1 indeterminate 0.1487 0 0 1 1 atypical 0.049 0 0 1 1,0.029390868,0.7728575,0.14874555,0.04900613
2b2e8f74947b_study,negative 0.2488 0 0 1 1 typical 0.481 0 0 1 1 indeterminate 0.2237 0 0 1 1 atypical 0.0465 0 0 1 1,0.24876837,0.48098758,0.22373779,0.046506308
2b2fb5f5273c_study,negative 0.3882 0 0 1 1 typical 0.2786 0 0 1 1 indeterminate 0.232 0 0 1 1 atypical 0.1012 0 0 1 1,0.38818055,0.2785607,0.23201996,0.10123876
2b372b8e18da_study,negative 0.9799 0 0 1 1 typical 0.0033 0 0 1 1 indeterminate 0.0125 0 0 1 1 atypical 0.0043 0 0 1 1,0.97985786,0.003342081,0.012519586,0.0042804447
2b4a46eb9079_study,negative 0.039 0 0 1 1 typical 0.678 0 0 1 1 indeterminate 0.1645 0 0 1 1 atypical 0.1184 0 0 1 1,0.039045017,0.6779907,0.16452172,0.11844256
2b524d496bdb_study,negative 0.0001 0 0 1 1 typical 0.9559 0 0 1 1 indeterminate 0.0405 0 0 1 1 atypical 0.0034 0 0 1 1,0.00011238363,0.9559385,0.040503703,0.0034454225
2b58d0d542c3_study,negative 0.8197 0 0 1 1 typical 0.0583 0 0 1 1 indeterminate 0.116 0 0 1 1 atypical 0.006 0 0 1 1,0.8196965,0.058261167,0.11599297,0.0060493564
2b6132fe557c_study,negative 0.0018 0 0 1 1 typical 0.9348 0 0 1 1 indeterminate 0.0551 0 0 1 1 atypical 0.0083 0 0 1 1,0.0018469573,0.9347923,0.055067535,0.008293312
2b69ea062f72_study,negative 0.7642 0 0 1 1 typical 0.0972 0 0 1 1 indeterminate 0.1106 0 0 1 1 atypical 0.0281 0 0 1 1,0.7641731,0.097176924,0.11059569,0.02805434
2b70f1b3b474_study,negative 0.0008 0 0 1 1 typical 0.9401 0 0 1 1 indeterminate 0.0514 0 0 1 1 atypical 0.0077 0 0 1 1,0.00076368893,0.9401009,0.051442463,0.0076929997
2b74c9c8b9fb_study,negative 0.8864 0 0 1 1 typical 0.0477 0 0 1 1 indeterminate 0.0509 0 0 1 1 atypical 0.015 0 0 1 1,0.8863504,0.047711387,0.050898865,0.0150393285
2b7dbc950356_study,negative 0.909 0 0 1 1 typical 0.0276 0 0 1 1 indeterminate 0.0492 0 0 1 1 atypical 0.0142 0 0 1 1,0.9089901,0.027607337,0.049249906,0.014152658
2b7fc6e4fd1d_study,negative 0.7995 0 0 1 1 typical 0.0885 0 0 1 1 indeterminate 0.0946 0 0 1 1 atypical 0.0174 0 0 1 1,0.79947215,0.0885008,0.09460859,0.017418478
2b8680eba187_study,negative 0.9 0 0 1 1 typical 0.0349 0 0 1 1 indeterminate 0.0629 0 0 1 1 atypical 0.0022 0 0 1 1,0.9000181,0.034864157,0.06294981,0.0021679318
2b9150b35d3a_study,negative 0.0022 0 0 1 1 typical 0.9167 0 0 1 1 indeterminate 0.0598 0 0 1 1 atypical 0.0214 0 0 1 1,0.0021730051,0.9166956,0.059780166,0.021351263
2b9dbde85d8d_study,negative 0.1772 0 0 1 1 typical 0.1613 0 0 1 1 indeterminate 0.2364 0 0 1 1 atypical 0.4251 0 0 1 1,0.17718308,0.16134141,0.23641956,0.42505592
2b9eb0cb1e87_study,negative 0.0161 0 0 1 1 typical 0.8168 0 0 1 1 indeterminate 0.1444 0 0 1 1 atypical 0.0228 0 0 1 1,0.016053911,0.81679505,0.14439632,0.022754718
2ba80f7a6982_study,negative 0.9479 0 0 1 1 typical 0.019 0 0 1 1 indeterminate 0.0304 0 0 1 1 atypical 0.0027 0 0 1 1,0.9478775,0.018969236,0.0304153,0.0027379303
2bd907ae6451_study,negative 0.0026 0 0 1 1 typical 0.9445 0 0 1 1 indeterminate 0.0471 0 0 1 1 atypical 0.0058 0 0 1 1,0.0026485836,0.94452715,0.047060747,0.005763545
2be25a892bbb_study,negative 0.8668 0 0 1 1 typical 0.0597 0 0 1 1 indeterminate 0.0618 0 0 1 1 atypical 0.0118 0 0 1 1,0.8667508,0.059657548,0.061815143,0.011776504
2be667e8ac57_study,negative 0.0655 0 0 1 1 typical 0.6041 0 0 1 1 indeterminate 0.282 0 0 1 1 atypical 0.0483 0 0 1 1,0.06554735,0.6041448,0.2819596,0.048348248
2be9fed93af5_study,negative 0.0314 0 0 1 1 typical 0.3643 0 0 1 1 indeterminate 0.4312 0 0 1 1 atypical 0.1731 0 0 1 1,0.031433214,0.3643335,0.43117115,0.17306218
2bfe8dcbdbf4_study,negative 0.0891 0 0 1 1 typical 0.4121 0 0 1 1 indeterminate 0.3254 0 0 1 1 atypical 0.1734 0 0 1 1,0.08908402,0.41208354,0.32541046,0.173422
2c082a595014_study,negative 0.236 0 0 1 1 typical 0.221 0 0 1 1 indeterminate 0.3339 0 0 1 1 atypical 0.209 0 0 1 1,0.23603027,0.22100279,0.3339407,0.20902626
2c09d33b5038_study,negative 0.0372 0 0 1 1 typical 0.8294 0 0 1 1 indeterminate 0.1215 0 0 1 1 atypical 0.0119 0 0 1 1,0.03719009,0.82942533,0.12151204,0.01187253
2c1168644485_study,negative 0.0902 0 0 1 1 typical 0.5948 0 0 1 1 indeterminate 0.237 0 0 1 1 atypical 0.078 0 0 1 1,0.090188816,0.5948123,0.23702236,0.077976614
2c1a30d2b9dc_study,negative 0.0001 0 0 1 1 typical 0.9832 0 0 1 1 indeterminate 0.0158 0 0 1 1 atypical 0.0009 0 0 1 1,5.9072943e-05,0.983207,0.015790569,0.00094344973
2c1e782a68d9_study,negative 0.5322 0 0 1 1 typical 0.1012 0 0 1 1 indeterminate 0.2965 0 0 1 1 atypical 0.0701 0 0 1 1,0.53219134,0.10120256,0.29651263,0.07009345
2c39d421bc0a_study,negative 0.048 0 0 1 1 typical 0.0928 0 0 1 1 indeterminate 0.6704 0 0 1 1 atypical 0.1889 0 0 1 1,0.047980763,0.09276428,0.6703731,0.1888819
2c45ab64718f_study,negative 0.0046 0 0 1 1 typical 0.8532 0 0 1 1 indeterminate 0.1189 0 0 1 1 atypical 0.0233 0 0 1 1,0.004645691,0.85323566,0.11885153,0.023267122
2c5b54bddd52_study,negative 0.5474 0 0 1 1 typical 0.0641 0 0 1 1 indeterminate 0.2993 0 0 1 1 atypical 0.0892 0 0 1 1,0.547405,0.06408945,0.29928574,0.08921982
2c5f06ead2f9_study,negative 0.047 0 0 1 1 typical 0.6066 0 0 1 1 indeterminate 0.3037 0 0 1 1 atypical 0.0426 0 0 1 1,0.047005378,0.6066128,0.30374363,0.042638212
2c62594e961b_study,negative 0.0818 0 0 1 1 typical 0.6156 0 0 1 1 indeterminate 0.2409 0 0 1 1 atypical 0.0618 0 0 1 1,0.08176629,0.6155685,0.24085045,0.06181476
2c78ef584129_study,negative 0.0822 0 0 1 1 typical 0.4582 0 0 1 1 indeterminate 0.2012 0 0 1 1 atypical 0.2585 0 0 1 1,0.082153276,0.45817158,0.2011632,0.25851193
2c7d0327a977_study,negative 0.003 0 0 1 1 typical 0.8023 0 0 1 1 indeterminate 0.1632 0 0 1 1 atypical 0.0316 0 0 1 1,0.0030103861,0.8022573,0.16315891,0.031573337
2c7ed5144d13_study,negative 0.9821 0 0 1 1 typical 0.0032 0 0 1 1 indeterminate 0.0111 0 0 1 1 atypical 0.0035 0 0 1 1,0.982133,0.0032447218,0.011109999,0.0035122575
2c84e6b44349_study,negative 0.1446 0 0 1 1 typical 0.5265 0 0 1 1 indeterminate 0.2496 0 0 1 1 atypical 0.0794 0 0 1 1,0.14460191,0.5264806,0.2495511,0.07936638
2c94d957e11e_study,negative 0.0363 0 0 1 1 typical 0.1941 0 0 1 1 indeterminate 0.4722 0 0 1 1 atypical 0.2975 0 0 1 1,0.036252357,0.19405681,0.47217157,0.29751924
2ca53fb28d25_study,negative 0.9136 0 0 1 1 typical 0.0223 0 0 1 1 indeterminate 0.0543 0 0 1 1 atypical 0.0098 0 0 1 1,0.91361326,0.022290792,0.054286897,0.009809078
2ca72ba9a015_study,negative 0.0008 0 0 1 1 typical 0.8514 0 0 1 1 indeterminate 0.1005 0 0 1 1 atypical 0.0474 0 0 1 1,0.0007874458,0.8513829,0.100472294,0.04735732
2cb9a2a71fac_study,negative 0.0896 0 0 1 1 typical 0.3815 0 0 1 1 indeterminate 0.2815 0 0 1 1 atypical 0.2474 0 0 1 1,0.08964853,0.38152274,0.28146505,0.24736364
2cd2a236d885_study,negative 0.851 0 0 1 1 typical 0.0654 0 0 1 1 indeterminate 0.068 0 0 1 1 atypical 0.0156 0 0 1 1,0.8510434,0.065395184,0.067982934,0.015578427
2cd813a52fb6_study,negative 0.0004 0 0 1 1 typical 0.912 0 0 1 1 indeterminate 0.075 0 0 1 1 atypical 0.0126 0 0 1 1,0.0003962977,0.9119638,0.07499265,0.012647243
2cda294cfd79_study,negative 0.5001 0 0 1 1 typical 0.2982 0 0 1 1 indeterminate 0.1667 0 0 1 1 atypical 0.035 0 0 1 1,0.50010437,0.29816315,0.1667102,0.03502229
2cf18332758d_study,negative 0.0 0 0 1 1 typical 0.9975 0 0 1 1 indeterminate 0.0024 0 0 1 1 atypical 0.0001 0 0 1 1,5.820338e-06,0.9975495,0.0023511897,9.3431605e-05
2cf2b94084ff_study,negative 0.0005 0 0 1 1 typical 0.9411 0 0 1 1 indeterminate 0.0498 0 0 1 1 atypical 0.0086 0 0 1 1,0.0004769652,0.94113475,0.049803037,0.008585276
2d0150e971af_study,negative 0.7365 0 0 1 1 typical 0.1285 0 0 1 1 indeterminate 0.1013 0 0 1 1 atypical 0.0336 0 0 1 1,0.7365387,0.12854542,0.10130514,0.033610713
2d0316dc8a88_study,negative 0.2461 0 0 1 1 typical 0.2445 0 0 1 1 indeterminate 0.2931 0 0 1 1 atypical 0.2162 0 0 1 1,0.24614301,0.24448942,0.2931278,0.21623972
2d0a69701602_study,negative 0.0187 0 0 1 1 typical 0.0467 0 0 1 1 indeterminate 0.5744 0 0 1 1 atypical 0.3602 0 0 1 1,0.018657476,0.04674243,0.574434,0.36016607
2d14bd39454e_study,negative 0.012 0 0 1 1 typical 0.0913 0 0 1 1 indeterminate 0.7045 0 0 1 1 atypical 0.1922 0 0 1 1,0.012009939,0.09130066,0.70446044,0.19222891
2d1697831131_study,negative 0.6089 0 0 1 1 typical 0.1347 0 0 1 1 indeterminate 0.205 0 0 1 1 atypical 0.0514 0 0 1 1,0.60894537,0.13465306,0.20501351,0.051388025
2d1ad7900507_study,negative 0.6345 0 0 1 1 typical 0.1516 0 0 1 1 indeterminate 0.1862 0 0 1 1 atypical 0.0276 0 0 1 1,0.63452536,0.15163492,0.18621576,0.027623916
2d2a9c4964e8_study,negative 0.0647 0 0 1 1 typical 0.6502 0 0 1 1 indeterminate 0.2161 0 0 1 1 atypical 0.069 0 0 1 1,0.06469304,0.65024585,0.21606791,0.06899316
2d2fa836bade_study,negative 0.0008 0 0 1 1 typical 0.9753 0 0 1 1 indeterminate 0.0229 0 0 1 1 atypical 0.001 0 0 1 1,0.0007638471,0.97530115,0.022944434,0.0009906333
2d365318fb2b_study,negative 0.0009 0 0 1 1 typical 0.8253 0 0 1 1 indeterminate 0.1514 0 0 1 1 atypical 0.0224 0 0 1 1,0.0008916393,0.8253499,0.15137072,0.022387773
2d4062ba545a_study,negative 0.6058 0 0 1 1 typical 0.1429 0 0 1 1 indeterminate 0.1666 0 0 1 1 atypical 0.0847 0 0 1 1,0.6057633,0.14287883,0.16664895,0.08470894
2d425408deca_study,negative 0.2081 0 0 1 1 typical 0.5692 0 0 1 1 indeterminate 0.2109 0 0 1 1 atypical 0.0118 0 0 1 1,0.2080859,0.5692114,0.2108802,0.01182251
2d430161fb34_study,negative 0.166 0 0 1 1 typical 0.1861 0 0 1 1 indeterminate 0.2122 0 0 1 1 atypical 0.4356 0 0 1 1,0.16603862,0.18614633,0.21221091,0.43560413
2d4e08bd3523_study,negative 0.9765 0 0 1 1 typical 0.0065 0 0 1 1 indeterminate 0.0151 0 0 1 1 atypical 0.0019 0 0 1 1,0.97646457,0.0064515467,0.01514982,0.0019340046
2d51cfed3fed_study,negative 0.928 0 0 1 1 typical 0.0214 0 0 1 1 indeterminate 0.0385 0 0 1 1 atypical 0.0121 0 0 1 1,0.9280498,0.021392556,0.03845601,0.012101649
2d5c41d6e69b_study,negative 0.1037 0 0 1 1 typical 0.5779 0 0 1 1 indeterminate 0.2647 0 0 1 1 atypical 0.0538 0 0 1 1,0.10370642,0.57785684,0.26466727,0.053769466
2d5ede149efa_study,negative 0.0012 0 0 1 1 typical 0.9006 0 0 1 1 indeterminate 0.0915 0 0 1 1 atypical 0.0067 0 0 1 1,0.0011977787,0.9005971,0.09151314,0.0066920435
2d5ef00a9d18_study,negative 0.6982 0 0 1 1 typical 0.0972 0 0 1 1 indeterminate 0.1659 0 0 1 1 atypical 0.0387 0 0 1 1,0.6981733,0.09720576,0.16588823,0.038732786
2d7154c413fa_study,negative 0.6048 0 0 1 1 typical 0.2612 0 0 1 1 indeterminate 0.1272 0 0 1 1 atypical 0.0068 0 0 1 1,0.60482365,0.26116124,0.12718993,0.006825108
2d794121b64b_study,negative 0.0226 0 0 1 1 typical 0.6339 0 0 1 1 indeterminate 0.3242 0 0 1 1 atypical 0.0193 0 0 1 1,0.022584273,0.63394785,0.3242142,0.01925365
2d7e68ba5e8b_study,negative 0.0035 0 0 1 1 typical 0.8984 0 0 1 1 indeterminate 0.0865 0 0 1 1 atypical 0.0116 0 0 1 1,0.0035048348,0.89837307,0.08647367,0.011648473
2da89579be93_study,negative 0.434 0 0 1 1 typical 0.3276 0 0 1 1 indeterminate 0.2067 0 0 1 1 atypical 0.0317 0 0 1 1,0.4339774,0.3276308,0.20671333,0.03167842
2dacdf109030_study,negative 0.1046 0 0 1 1 typical 0.5617 0 0 1 1 indeterminate 0.2681 0 0 1 1 atypical 0.0656 0 0 1 1,0.1045702,0.5617316,0.26812235,0.065575905
2dc2ece5a7b6_study,negative 0.2678 0 0 1 1 typical 0.2916 0 0 1 1 indeterminate 0.2584 0 0 1 1 atypical 0.1822 0 0 1 1,0.267789,0.29163122,0.25838745,0.18219236
2dd2e2a2c848_study,negative 0.4092 0 0 1 1 typical 0.1701 0 0 1 1 indeterminate 0.2988 0 0 1 1 atypical 0.122 0 0 1 1,0.40922254,0.17006396,0.29875803,0.121955454
2dfe7f1a0fb7_study,negative 0.0015 0 0 1 1 typical 0.9415 0 0 1 1 indeterminate 0.0466 0 0 1 1 atypical 0.0103 0 0 1 1,0.0015349078,0.9415161,0.046606343,0.010342695
2e04415f03e4_study,negative 0.4578 0 0 1 1 typical 0.1571 0 0 1 1 indeterminate 0.2825 0 0 1 1 atypical 0.1027 0 0 1 1,0.4577695,0.15709184,0.28247052,0.10266818
2e11f3486372_study,negative 0.0021 0 0 1 1 typical 0.9012 0 0 1 1 indeterminate 0.0785 0 0 1 1 atypical 0.0182 0 0 1 1,0.0020954134,0.9012347,0.078470506,0.018199313
2e1bfd23e131_study,negative 0.0007 0 0 1 1 typical 0.9478 0 0 1 1 indeterminate 0.0485 0 0 1 1 atypical 0.003 0 0 1 1,0.0006666735,0.94781166,0.048516545,0.0030051952
2e2d6ef7ecbd_study,negative 0.1714 0 0 1 1 typical 0.5171 0 0 1 1 indeterminate 0.2603 0 0 1 1 atypical 0.0512 0 0 1 1,0.17142941,0.5170925,0.2602507,0.05122742
2e34bd2e9262_study,negative 0.0636 0 0 1 1 typical 0.0936 0 0 1 1 indeterminate 0.3614 0 0 1 1 atypical 0.4814 0 0 1 1,0.06360713,0.0935608,0.36141074,0.48142135
2e44e9056939_study,negative 0.5732 0 0 1 1 typical 0.1299 0 0 1 1 indeterminate 0.1908 0 0 1 1 atypical 0.1061 0 0 1 1,0.57319325,0.12987483,0.19083178,0.10610011
2e461b7819f0_study,negative 0.6842 0 0 1 1 typical 0.1023 0 0 1 1 indeterminate 0.1565 0 0 1 1 atypical 0.0569 0 0 1 1,0.6842052,0.10230197,0.15654881,0.05694406
2e47497e7ad0_study,negative 0.9817 0 0 1 1 typical 0.0053 0 0 1 1 indeterminate 0.0112 0 0 1 1 atypical 0.0017 0 0 1 1,0.98174244,0.005341011,0.01122129,0.0016952166
2e490d6ef2e1_study,negative 0.3615 0 0 1 1 typical 0.3488 0 0 1 1 indeterminate 0.2157 0 0 1 1 atypical 0.074 0 0 1 1,0.36153316,0.34876156,0.21569203,0.07401325
2e52e7ea9fa1_study,negative 0.0002 0 0 1 1 typical 0.9711 0 0 1 1 indeterminate 0.0264 0 0 1 1 atypical 0.0023 0 0 1 1,0.0001951607,0.97105384,0.026428932,0.002321968
2e58096bdbd9_study,negative 0.916 0 0 1 1 typical 0.0139 0 0 1 1 indeterminate 0.0544 0 0 1 1 atypical 0.0158 0 0 1 1,0.91595286,0.013868032,0.05442004,0.015759058
2e6158c0eb68_study,negative 0.7271 0 0 1 1 typical 0.1376 0 0 1 1 indeterminate 0.1151 0 0 1 1 atypical 0.0203 0 0 1 1,0.72706246,0.13759856,0.1150807,0.020258294
2e6176e3daea_study,negative 0.0008 0 0 1 1 typical 0.7547 0 0 1 1 indeterminate 0.1217 0 0 1 1 atypical 0.1229 0 0 1 1,0.0007701069,0.75467074,0.12167814,0.12288102
2e8e6d58eccd_study,negative 0.0008 0 0 1 1 typical 0.9592 0 0 1 1 indeterminate 0.0376 0 0 1 1 atypical 0.0024 0 0 1 1,0.0007946694,0.9592224,0.037614547,0.0023684227
2e977a960427_study,negative 0.0205 0 0 1 1 typical 0.7419 0 0 1 1 indeterminate 0.2005 0 0 1 1 atypical 0.0371 0 0 1 1,0.020475201,0.7418714,0.20052847,0.037124924
2ea5d1b25a2d_study,negative 0.8291 0 0 1 1 typical 0.065 0 0 1 1 indeterminate 0.0969 0 0 1 1 atypical 0.0089 0 0 1 1,0.82914126,0.0650377,0.09687195,0.008949061
2ea7b438ec6e_study,negative 0.9378 0 0 1 1 typical 0.0199 0 0 1 1 indeterminate 0.0382 0 0 1 1 atypical 0.0041 0 0 1 1,0.9378087,0.019871717,0.03822653,0.004092945
2ed4ce2d96bb_study,negative 0.0013 0 0 1 1 typical 0.957 0 0 1 1 indeterminate 0.0368 0 0 1 1 atypical 0.0048 0 0 1 1,0.0013229011,0.9570315,0.036832206,0.00481328
2ed67f90c729_study,negative 0.0127 0 0 1 1 typical 0.2701 0 0 1 1 indeterminate 0.5064 0 0 1 1 atypical 0.2108 0 0 1 1,0.0127321705,0.2700505,0.50636774,0.2108496
2edb1488b0b2_study,negative 0.0386 0 0 1 1 typical 0.3757 0 0 1 1 indeterminate 0.2296 0 0 1 1 atypical 0.356 0 0 1 1,0.038624223,0.37571228,0.2296406,0.35602292
2edd69dd0934_study,negative 0.7423 0 0 1 1 typical 0.0228 0 0 1 1 indeterminate 0.1367 0 0 1 1 atypical 0.0982 0 0 1 1,0.74228853,0.02277955,0.13669038,0.09824151
2eec002c1953_study,negative 0.0261 0 0 1 1 typical 0.792 0 0 1 1 indeterminate 0.151 0 0 1 1 atypical 0.0309 0 0 1 1,0.026130324,0.7920167,0.1509563,0.030896697
2ef14d372428_study,negative 0.0005 0 0 1 1 typical 0.8872 0 0 1 1 indeterminate 0.1024 0 0 1 1 atypical 0.0099 0 0 1 1,0.00048096385,0.8871714,0.10240648,0.009941179
2ef198e99a5d_study,negative 0.4145 0 0 1 1 typical 0.3839 0 0 1 1 indeterminate 0.1735 0 0 1 1 atypical 0.0281 0 0 1 1,0.4144742,0.3839034,0.17348613,0.02813628
2ef447a9a325_study,negative 0.3033 0 0 1 1 typical 0.3459 0 0 1 1 indeterminate 0.3064 0 0 1 1 atypical 0.0443 0 0 1 1,0.30333498,0.34590188,0.30642232,0.04434086
2ef5eac2100d_study,negative 0.9875 0 0 1 1 typical 0.0037 0 0 1 1 indeterminate 0.0079 0 0 1 1 atypical 0.0009 0 0 1 1,0.9874653,0.0037454136,0.007898475,0.00089078996
2ef93adeace6_study,negative 0.962 0 0 1 1 typical 0.0027 0 0 1 1 indeterminate 0.0288 0 0 1 1 atypical 0.0064 0 0 1 1,0.96203595,0.0027357398,0.028835125,0.006393237
2f06abe8a9f8_study,negative 0.636 0 0 1 1 typical 0.0657 0 0 1 1 indeterminate 0.2474 0 0 1 1 atypical 0.0508 0 0 1 1,0.6360485,0.06574856,0.24739909,0.050803803
2f06b076d692_study,negative 0.6828 0 0 1 1 typical 0.1891 0 0 1 1 indeterminate 0.1048 0 0 1 1 atypical 0.0233 0 0 1 1,0.68280214,0.18908486,0.10480691,0.023306109
2f21ed3dc84f_study,negative 0.0001 0 0 1 1 typical 0.9276 0 0 1 1 indeterminate 0.0429 0 0 1 1 atypical 0.0295 0 0 1 1,5.0325132e-05,0.92761195,0.042885866,0.029451821
2f3b1d05c8c2_study,negative 0.0011 0 0 1 1 typical 0.9482 0 0 1 1 indeterminate 0.0464 0 0 1 1 atypical 0.0043 0 0 1 1,0.0010962031,0.9481978,0.046400286,0.0043057413
2f402fc871b8_study,negative 0.2353 0 0 1 1 typical 0.5582 0 0 1 1 indeterminate 0.171 0 0 1 1 atypical 0.0354 0 0 1 1,0.23531646,0.5582407,0.17103964,0.035403185
