study_id,series_id,image_id,save_name,shape,shape_crop,window,crop_starts,photometric_interpreation,series_number,instance_number
f36b9bbd21ed,53253b3fc3e4,50408dc942d6,f36b9bbd21ed_50408dc942d6.png,"(3480, 4248)","(3480, 4248)","(854.0, 14228.0)","(0, 0)",MONOCHROME1,1,1
7d5282a52850,a3c593492cca,50416d1b6ec8,7d5282a52850_50416d1b6ec8.png,"(3480, 4240)","(3480, 4240)","(132.0, 3670.0)","(0, 0)",MONOCHROME2,1,1
d30474806223,c87933d88fb8,5044cd2e31d1,d30474806223_5044cd2e31d1.png,"(2400, 2880)","(2352, 2879)","(1132.0, 7640.0)","(24, 0)",MONOCHROME2,,
433fdf0e14fa,3b8e7cdcd760,504a58645eb4,433fdf0e14fa_504a58645eb4.png,"(2536, 3048)","(2536, 3048)","(40.0, 3558.0)","(0, 0)",MONOCHROME2,1,1
cda63d7fef2c,ed8362d526a5,5052f1d62d89,cda63d7fef2c_5052f1d62d89.png,"(1140, 1387)","(1140, 1387)","(13.0, 4043.0)","(0, 0)",MONOCHROME2,1,1
89c6489e8df7,a37b966c2161,505693d77a18,89c6489e8df7_505693d77a18.png,"(2336, 2836)","(2336, 2836)","(6463.0, 15532.0)","(0, 0)",MONOCHROME1,2,1
badb8a6379ac,63ed53954f7d,5059c6c85ed9,badb8a6379ac_5059c6c85ed9.png,"(2405, 2743)","(2401, 2742)","(4092.0, 12298.0)","(4, 1)",MONOCHROME1,1,1
fe6b9118cf57,d502d7d03bd9,5059f9a4a882,fe6b9118cf57_5059f9a4a882.png,"(2330, 2846)","(2330, 2846)","(32.0, 3516.0)","(0, 0)",MONOCHROME2,1,1
b6a1aa419995,30d47644daac,5062d954b4ce,b6a1aa419995_5062d954b4ce.png,"(2516, 3027)","(2516, 3027)","(105.0, 3240.0)","(0, 0)",MONOCHROME2,1,1
e59ac8552f60,4437aee10a1c,506dca9ef41f,e59ac8552f60_506dca9ef41f.png,"(3480, 4240)","(3480, 4240)","(87.0, 3861.0)","(0, 0)",MONOCHROME2,2,1
2378d336c876,7659054d3955,5072f184d3b2,2378d336c876_5072f184d3b2.png,"(3052, 3052)","(3052, 3052)","(95.0, 1548.0)","(0, 0)",MONOCHROME1,1,1
fe3dec8d0403,cdf75c3f860b,507b3c3bac7c,fe3dec8d0403_507b3c3bac7c.png,"(2937, 3006)","(2937, 3006)","(309.0, 3867.0)","(0, 0)",MONOCHROME2,1,1
518213a40c4f,aa91ddebe805,507fae7855a0,518213a40c4f_507fae7855a0.png,"(3480, 4240)","(3480, 4240)","(99.0, 3654.0)","(0, 0)",MONOCHROME2,1,1
15cd3787bcc0,a49583b67133,50804b6043ac,15cd3787bcc0_50804b6043ac.png,"(3494, 3728)","(3494, 3711)","(79.0, 3490.0)","(0, 0)",MONOCHROME1,1,1
bb268ee80de6,d2fe11376b83,50903e9be6fd,bb268ee80de6_50903e9be6fd.png,"(2428, 2428)","(1956, 2427)","(2.0, 3626.0)","(101, 0)",MONOCHROME2,1,6
379b92fd1ab1,96d77bf43eaf,50b4385f5c66,379b92fd1ab1_50b4385f5c66.png,"(2320, 2832)","(2281, 2811)","(1.0, 219.0)","(0, 21)",MONOCHROME2,1,1
0287079f5a1a,ce939c7ff0d6,50c125bba06d,0287079f5a1a_50c125bba06d.png,"(2400, 2880)","(2352, 2879)","(310.0, 10977.0)","(24, 0)",MONOCHROME2,,
032ba2202933,00c0d70d6dc9,50ce4338c040,032ba2202933_50ce4338c040.png,"(2436, 3032)","(2436, 3032)","(3816.0, 64532.0)","(0, 0)",MONOCHROME1,1,1
31585f62e64b,084e5c075d9c,50d404627d73,31585f62e64b_50d404627d73.png,"(3052, 3052)","(3052, 3052)","(40.0, 3321.0)","(0, 0)",MONOCHROME2,1,1
b60883354843,ace6b20abc3e,50ec1ca08df3,b60883354843_50ec1ca08df3.png,"(2336, 2836)","(2336, 2836)","(3991.0, 15865.0)","(0, 0)",MONOCHROME1,1,1
9c95946da400,8b986f9e4cc6,50f29acd37a6,9c95946da400_50f29acd37a6.png,"(2800, 3135)","(2800, 3135)","(1078.0, 14802.0)","(0, 0)",MONOCHROME1,5,1
1392a9bbcbdb,0a5f14597706,50fcd52cecf5,1392a9bbcbdb_50fcd52cecf5.png,"(3488, 4256)","(3486, 4255)","(15.0, 3494.0)","(0, 0)",MONOCHROME2,1,1
476c4e9bd0e8,f76dc6feeb9c,510130dcc27b,476c4e9bd0e8_510130dcc27b.png,"(2800, 3153)","(2800, 3153)","(29.0, 2690.0)","(0, 0)",MONOCHROME2,2,1
1f64a498ff9e,32916cd1eca6,510b6d43d8e7,1f64a498ff9e_510b6d43d8e7.png,"(2569, 2974)","(2568, 2972)","(48.0, 3516.0)","(0, 0)",MONOCHROME2,1,1
556b76b37e6e,8ffd5f01e609,5111066268f3,556b76b37e6e_5111066268f3.png,"(3488, 4256)","(3486, 4255)","(11.0, 3352.0)","(0, 0)",MONOCHROME2,1,2
6f080807353a,19ed4663094b,5111b11537d3,6f080807353a_5111b11537d3.png,"(2012, 2012)","(2012, 2012)","(149.0, 4277.0)","(0, 0)",MONOCHROME2,7258,1
e7991479fcde,ddd64d6e9104,5114a63d3977,e7991479fcde_5114a63d3977.png,"(2958, 2981)","(2957, 2979)","(449.0, 3583.0)","(0, 0)",MONOCHROME2,1,1
161d81d28399,a5d73d45292c,5115fada2a38,161d81d28399_5115fada2a38.png,"(2801, 2802)","(2801, 2801)","(189.0, 2832.0)","(0, 0)",MONOCHROME2,1,1
31b95e5b35a7,d0c9e237a644,511c36c35f40,31b95e5b35a7_511c36c35f40.png,"(3488, 4256)","(3486, 4255)","(107.0, 3594.0)","(0, 0)",MONOCHROME2,1,1
a7ae3f0243d2,1e61fd8839be,513502db64b7,a7ae3f0243d2_513502db64b7.png,"(3480, 4248)","(3480, 4248)","(143.0, 1581.0)","(0, 0)",MONOCHROME1,1,1
31c8e40bf4bb,1f857c6d74b0,5146b7667126,31c8e40bf4bb_5146b7667126.png,"(2648, 2893)","(2648, 2893)","(280.0, 3067.0)","(0, 0)",MONOCHROME2,1,1
a039c3e66fe8,1c405c527f4c,514fbba4cb3a,a039c3e66fe8_514fbba4cb3a.png,"(1140, 1387)","(1140, 1387)","(18.0, 4053.0)","(0, 0)",MONOCHROME2,1,1
72b5ff80fa42,fa231ca5087c,5167ff5f6abe,72b5ff80fa42_5167ff5f6abe.png,"(3480, 4240)","(3480, 4240)","(445.0, 3574.0)","(0, 0)",MONOCHROME2,1,1
45ffa9e2bf17,77e15d566bab,5168865feb46,45ffa9e2bf17_5168865feb46.png,"(2800, 3408)","(2800, 3408)","(1182.0, 15155.0)","(0, 0)",MONOCHROME1,1,1
58bd213f054f,14d1cf6988fc,51718c743e81,58bd213f054f_51718c743e81.png,"(2336, 2836)","(2336, 2836)","(3432.0, 16272.0)","(0, 0)",MONOCHROME1,1,1
000c9c05fd14,e555410bd2cd,51759b5579bc,000c9c05fd14_51759b5579bc.png,"(3093, 2850)","(3093, 2850)","(530.0, 3399.0)","(0, 0)",MONOCHROME2,1,1
4b24276e0963,57764a68d3ab,517d390f87c2,4b24276e0963_517d390f87c2.png,"(2330, 2846)","(2330, 2846)","(73.0, 3604.0)","(0, 0)",MONOCHROME2,1,1
62416d8ec296,db2e5ba6a041,518ddd59e1b1,62416d8ec296_518ddd59e1b1.png,"(2158, 2748)","(2010, 2615)","(152.0, 3433.0)","(82, 65)",MONOCHROME2,3,1
354d310f53ef,4d422382110f,518e12fc469c,354d310f53ef_518e12fc469c.png,"(2330, 2814)","(2330, 2759)","(5.0, 3507.0)","(0, 55)",MONOCHROME2,1,1
28353a62fc75,6cd7a7effd62,519ba4e14eb3,28353a62fc75_519ba4e14eb3.png,"(2336, 2836)","(2336, 2836)","(1496.0, 14575.0)","(0, 0)",MONOCHROME1,1,1
d809db32456b,1fdf29086206,51a00fe8ead4,d809db32456b_51a00fe8ead4.png,"(3480, 4240)","(3480, 4240)","(77.0, 3589.0)","(0, 0)",MONOCHROME2,1,1
c1a4593e3210,02cdec647066,51ab86766313,c1a4593e3210_51ab86766313.png,"(2140, 2208)","(2139, 2207)","(152.0, 3906.0)","(0, 0)",MONOCHROME2,1,1
5ea54f3cfdbb,0d9b6755453c,51bb4235d797,5ea54f3cfdbb_51bb4235d797.png,"(3480, 4248)","(3271, 4248)","(112.0, 3580.0)","(209, 0)",MONOCHROME2,1,1
11a47a5bfa3e,6757d71b00f3,51d04316f2c9,11a47a5bfa3e_51d04316f2c9.png,"(2662, 2838)","(2662, 2838)","(130.0, 2272.0)","(0, 0)",MONOCHROME2,3,1
2441534d4d1f,96ef43233641,51d72afd2519,2441534d4d1f_51d72afd2519.png,"(3480, 4248)","(3169, 3977)","(379.0, 1914.0)","(4, 271)",MONOCHROME1,1,1
498f325cf374,5047a8e493d2,51dc130ec62f,498f325cf374_51dc130ec62f.png,"(1798, 2100)","(1797, 2099)","(680.0, 3975.0)","(0, 0)",MONOCHROME2,1,3
0949b847bda6,3c68f090d142,51df7e6104bb,0949b847bda6_51df7e6104bb.png,"(2320, 2832)","(2320, 2832)","(150.0, 2796.0)","(0, 0)",MONOCHROME2,1,1
936046fa7b66,acc22aa77763,51eb9085f328,936046fa7b66_51eb9085f328.png,"(3480, 4240)","(3124, 4240)","(1819.0, 14376.0)","(0, 0)",MONOCHROME1,1,1
605a4e81d716,c4cb9a0984ec,521c52f514d0,605a4e81d716_521c52f514d0.png,"(2801, 2798)","(2801, 2797)","(113.0, 3324.0)","(0, 0)",MONOCHROME2,1,1
082cafb03942,1aa34841e276,5228f2a518c0,082cafb03942_5228f2a518c0.png,"(3480, 4248)","(3272, 3149)","(2.0, 3581.0)","(200, 813)",MONOCHROME2,1,1
0725e859c8de,6c6eabcd9632,52420ef26cc3,0725e859c8de_52420ef26cc3.png,"(2800, 3408)","(2800, 3408)","(1752.0, 14369.0)","(0, 0)",MONOCHROME1,1,1
ffebf1ef4a9c,e11401cd12d0,52478e480a15,ffebf1ef4a9c_52478e480a15.png,"(2330, 2846)","(2330, 2846)","(662.0, 3561.0)","(0, 0)",MONOCHROME2,1,1
5351cb9cc20c,0dabe48f2af1,524911903bde,5351cb9cc20c_524911903bde.png,"(2520, 3032)","(2478, 3027)","(3.0, 3389.0)","(42, 0)",MONOCHROME2,1,1
9ad7aec257e6,4689e8169dfd,524d06460f5f,9ad7aec257e6_524d06460f5f.png,"(3488, 4256)","(3486, 4255)","(7.0, 3339.0)","(0, 0)",MONOCHROME2,1,2
27f620156b1e,7490191c0fff,525b5548d3f3,27f620156b1e_525b5548d3f3.png,"(2336, 2836)","(2336, 2836)","(1617.0, 15000.0)","(0, 0)",MONOCHROME1,1,1
d390bbdb6eae,cf0baf455db9,525b87af9639,d390bbdb6eae_525b87af9639.png,"(2453, 2341)","(2453, 2338)","(5813.0, 15650.0)","(0, 2)",MONOCHROME1,1,1
ee4440d41ee6,010441539ea2,525f4a45ab5d,ee4440d41ee6_525f4a45ab5d.png,"(2336, 2836)","(2336, 2836)","(1333.0, 15288.0)","(0, 0)",MONOCHROME1,1,1
34d7f214a7e5,271282197dc9,525fbc8d3610,34d7f214a7e5_525fbc8d3610.png,"(2801, 2992)","(2801, 2991)","(46.0, 3063.0)","(0, 0)",MONOCHROME2,1,1
c3107aac6a7d,e4f5fdbed96c,52623b67acc8,c3107aac6a7d_52623b67acc8.png,"(2800, 3408)","(2800, 3408)","(1214.0, 14346.0)","(0, 0)",MONOCHROME1,1,1
199e19904512,2d6f63b92f03,527244adaa0d,199e19904512_527244adaa0d.png,"(4020, 4891)","(4019, 4891)","(9.0, 4013.0)","(0, 0)",MONOCHROME2,1,1
24aa73a20789,8606cdd8003b,5276667c0574,24aa73a20789_5276667c0574.png,"(3480, 4248)","(3480, 4248)","(144.0, 3645.0)","(0, 0)",MONOCHROME2,1,1
01e030757f57,17a0fe3ede56,5278186e7151,01e030757f57_5278186e7151.png,"(2520, 3032)","(2517, 3028)","(1822.0, 2761.0)","(0, 4)",MONOCHROME2,1,1
e6dd6efb3de0,7e55d697d8bf,529866b29d27,e6dd6efb3de0_529866b29d27.png,"(3052, 3052)","(3000, 3052)","(41.0, 3499.0)","(0, 0)",MONOCHROME2,1,1
bd91582f909a,0c370a743dcb,529e5da85514,bd91582f909a_529e5da85514.png,"(2923, 2975)","(2922, 2973)","(245.0, 3537.0)","(0, 0)",MONOCHROME2,1,1
7fcd5a0e4eca,ce8ebe754b0f,52b4a3a409e6,7fcd5a0e4eca_52b4a3a409e6.png,"(3480, 4240)","(3480, 4240)","(400.0, 3880.0)","(0, 0)",MONOCHROME2,1,1
bf0f4d0e3474,d1d7d16689a5,52bde750c1e8,bf0f4d0e3474_52bde750c1e8.png,"(2436, 3032)","(2436, 3032)","(4076.0, 64721.0)","(0, 0)",MONOCHROME1,1,1
17e46fc66a16,501fac67d587,52bf81c57bb2,17e46fc66a16_52bf81c57bb2.png,"(2800, 3408)","(2800, 3408)","(1204.0, 14520.0)","(0, 0)",MONOCHROME1,1,1
7c4e845285e8,c243f0a07dd7,52c97017741a,7c4e845285e8_52c97017741a.png,"(2143, 2836)","(2130, 2836)","(6061.0, 16048.0)","(13, 0)",MONOCHROME1,1,1
b904adfb37e6,84af533b0f42,52d9af96139f,b904adfb37e6_52d9af96139f.png,"(3488, 3488)","(3487, 3487)","(444.0, 3703.0)","(0, 0)",MONOCHROME2,1,5
f6c80f2e8d91,4117a9f89673,52dcbb32423e,f6c80f2e8d91_52dcbb32423e.png,"(1140, 1387)","(1140, 1387)","(1.0, 4077.0)","(0, 0)",MONOCHROME2,1,1
d8fa04c1d853,48a0460791c2,52f97cad2b63,d8fa04c1d853_52f97cad2b63.png,"(2320, 2836)","(2295, 2836)","(4614.0, 16604.0)","(25, 0)",MONOCHROME1,1,1
d3b32d6522e6,bfdd9fed77f8,52fa3d2e2eb3,d3b32d6522e6_52fa3d2e2eb3.png,"(3488, 3488)","(3486, 3487)","(772.0, 3734.0)","(0, 0)",MONOCHROME2,1,5
675f6a17212d,0f7db339c60a,5301dfecfce2,675f6a17212d_5301dfecfce2.png,"(1760, 2140)","(1703, 2132)","(255.0, 3567.0)","(1, 0)",MONOCHROME2,1,1
deca3972c352,42369350d5f4,5313f8579e68,deca3972c352_5313f8579e68.png,"(2544, 3056)","(2151, 2899)","(78.0, 2752.0)","(393, 0)",MONOCHROME2,1,1
a11b33c50c84,e41bb3cc95f3,5315a92172ef,a11b33c50c84_5315a92172ef.png,"(2330, 2846)","(2330, 2846)","(317.0, 3523.0)","(0, 0)",MONOCHROME2,1,1
4c6ddbf0fabe,c38e9d206bf0,5326c1a943c2,4c6ddbf0fabe_5326c1a943c2.png,"(2539, 3050)","(2539, 3050)","(90.0, 3617.0)","(0, 0)",MONOCHROME2,1,1
0d19a07bbff0,24eb385922fd,532b7bbdb196,0d19a07bbff0_532b7bbdb196.png,"(3488, 4256)","(3486, 4255)","(16.0, 3630.0)","(0, 0)",MONOCHROME2,1,1
b171d813782b,a7d9ab0fa3d7,532f722fa51d,b171d813782b_532f722fa51d.png,"(3488, 4256)","(3486, 4255)","(21.0, 3570.0)","(0, 0)",MONOCHROME2,1,1
5e5bee2f9f08,11d3ac96e622,53359821ebef,5e5bee2f9f08_53359821ebef.png,"(4240, 3480)","(4054, 2892)","(1480.0, 14467.0)","(15, 440)",MONOCHROME1,1,1
4a71cb0ada1a,be0bd2e18191,533638e04060,4a71cb0ada1a_533638e04060.png,"(3052, 3052)","(3052, 3052)","(163.0, 2850.0)","(0, 0)",MONOCHROME2,1,1
1264d1caa4ec,5db0b9e34fa0,53488579be26,1264d1caa4ec_53488579be26.png,"(2800, 3408)","(2800, 3408)","(1423.0, 13818.0)","(0, 0)",MONOCHROME1,1,1
b4d03504c9de,38661bb8d1bd,534e868ea32f,b4d03504c9de_534e868ea32f.png,"(2491, 2982)","(2491, 2982)","(49.0, 2771.0)","(0, 0)",MONOCHROME2,1,1
86f0ced73df0,5c2800a7a8cd,535166bceff8,86f0ced73df0_535166bceff8.png,"(1140, 1387)","(1140, 1387)","(244.0, 4081.0)","(0, 0)",MONOCHROME2,1,1
298767d24da4,6e4b7e19f6f7,53569366dbaa,298767d24da4_53569366dbaa.png,"(3480, 4248)","(3451, 4248)","(72.0, 3872.0)","(29, 0)",MONOCHROME2,1,1
ea77b94ea210,a94a9bbd02ac,536be3676c85,ea77b94ea210_536be3676c85.png,"(2366, 2755)","(2297, 2673)","(387.0, 3523.0)","(69, 82)",MONOCHROME2,3,1
cf1a9a75cff1,7514458e3ae2,5378957d31f7,cf1a9a75cff1_5378957d31f7.png,"(2336, 2836)","(2336, 2836)","(6902.0, 14774.0)","(0, 0)",MONOCHROME1,1,1
b7d22144ac7c,b0afa79feb9b,5381361e3e3c,b7d22144ac7c_5381361e3e3c.png,"(2416, 2872)","(2276, 2872)","(36.0, 233.0)","(70, 0)",MONOCHROME2,,
230f160d4a7c,5981ea31f680,538525f017ca,230f160d4a7c_538525f017ca.png,"(2400, 2880)","(2352, 2706)","(321.0, 13156.0)","(24, 0)",MONOCHROME2,,
403035b9487c,62164930c43a,538916a496c4,403035b9487c_538916a496c4.png,"(2801, 2802)","(2801, 2801)","(60.0, 2997.0)","(0, 0)",MONOCHROME2,1,1
ad6bc3c59891,a6f7c623b6c5,538a679fde63,ad6bc3c59891_538a679fde63.png,"(3005, 2837)","(3005, 2837)","(478.0, 4022.0)","(0, 0)",MONOCHROME2,1,1
da286c1597b0,d3e04b187151,5393e1091831,da286c1597b0_5393e1091831.png,"(2801, 2992)","(2801, 2991)","(105.0, 2898.0)","(0, 0)",MONOCHROME2,1,1
12a7e0fbe115,fa4cca074f60,53989cc7039c,12a7e0fbe115_53989cc7039c.png,"(3488, 4256)","(3487, 4203)","(101.0, 3555.0)","(0, 52)",MONOCHROME2,1,1
1452424edbbd,f4dc773c1a60,539b138b6489,1452424edbbd_539b138b6489.png,"(3480, 4240)","(2711, 3612)","(1629.0, 14570.0)","(715, 429)",MONOCHROME1,1,1
da9b63d2f697,0d0a233ec83e,53a05d7d498c,da9b63d2f697_53a05d7d498c.png,"(3480, 4248)","(3122, 3823)","(396.0, 3947.0)","(92, 78)",MONOCHROME2,1,1
3309d981e5fe,1b7ffa409a4c,53b695db11a1,3309d981e5fe_53b695db11a1.png,"(3480, 4240)","(3480, 4240)","(123.0, 3528.0)","(0, 0)",MONOCHROME2,1,1
ab3a9cde6e06,441edb1dcf6f,53c7f73707b7,ab3a9cde6e06_53c7f73707b7.png,"(3480, 4248)","(3480, 3748)","(207.0, 3534.0)","(0, 38)",MONOCHROME2,1,1
08277cefd028,bdfc2d947c3a,53d661519127,08277cefd028_53d661519127.png,"(2801, 2802)","(2801, 2801)","(46.0, 2633.0)","(0, 0)",MONOCHROME2,1,1
d419cd169212,ba8b72a922d3,53d8f531e0a1,d419cd169212_53d8f531e0a1.png,"(2520, 3032)","(2517, 3028)","(1327.0, 3000.0)","(0, 4)",MONOCHROME2,1,1
a231f3b0d9a1,6694f5c0fbab,53f58deb8cf6,a231f3b0d9a1_53f58deb8cf6.png,"(2320, 2832)","(2320, 2832)","(9.0, 3586.0)","(0, 0)",MONOCHROME2,1,1
a880ba760a7f,7a5cd281c316,54155a058e38,a880ba760a7f_54155a058e38.png,"(2520, 3032)","(2517, 3027)","(1474.0, 3375.0)","(0, 5)",MONOCHROME2,1,1
65f08ae4ff13,714cefb0cf9a,5425263aab06,65f08ae4ff13_5425263aab06.png,"(2336, 2836)","(2336, 2836)","(1735.0, 15280.0)","(0, 0)",MONOCHROME1,1,1
5f68d62a53b2,f9bcd7d78625,543c28bec251,5f68d62a53b2_543c28bec251.png,"(1760, 2140)","(1749, 1952)","(50.0, 3798.0)","(10, 3)",MONOCHROME2,1,1
fee1b3d702a5,b4fd4c400c15,543e29e7d374,fee1b3d702a5_543e29e7d374.png,"(2943, 2985)","(2942, 2983)","(287.0, 3511.0)","(0, 0)",MONOCHROME2,1,1
0447a64e5813,9dbdd2118f6b,544fa653fc32,0447a64e5813_544fa653fc32.png,"(2258, 3050)","(2202, 3048)","(216.0, 3332.0)","(56, 2)",MONOCHROME2,3,1
fb913c5f28a1,bb3b0ad4b036,545096ff25ac,fb913c5f28a1_545096ff25ac.png,"(2400, 2880)","(2352, 2879)","(549.0, 7227.0)","(24, 0)",MONOCHROME2,,
86e635af366b,a99d48ce7130,545394de9427,86e635af366b_545394de9427.png,"(2022, 1760)","(2015, 1760)","(880.0, 5115.0)","(0, 0)",MONOCHROME2,7244,1
cbaee64f9d29,a0c3c3af9e2a,5457dc0daa2f,cbaee64f9d29_5457dc0daa2f.png,"(3052, 3036)","(3052, 3036)","(81.0, 1477.0)","(0, 0)",MONOCHROME1,1,1
6ffc47a55a89,bcff7b645b54,5458c3cd03a3,6ffc47a55a89_5458c3cd03a3.png,"(3480, 4240)","(3480, 4240)","(909.0, 14465.0)","(0, 0)",MONOCHROME1,1,1
1f970230eff3,6ccb65eb3fb4,545fb830023d,1f970230eff3_545fb830023d.png,"(2800, 3408)","(2800, 3408)","(162.0, 2722.0)","(0, 0)",MONOCHROME2,1,1
ff19b8e99b4b,e326ba65746e,5465a55f0ee2,ff19b8e99b4b_5465a55f0ee2.png,"(3032, 3032)","(3013, 3028)","(6.0, 3487.0)","(0, 4)",MONOCHROME2,1,1
1fc1729b5b3c,88cef44f3b47,54699c534b3f,1fc1729b5b3c_54699c534b3f.png,"(2336, 2836)","(2336, 2836)","(1740.0, 14354.0)","(0, 0)",MONOCHROME1,1,1
5439043e0e1c,be457ae17f5f,546ef744f128,5439043e0e1c_546ef744f128.png,"(2884, 3004)","(2884, 3004)","(18.0, 3432.0)","(0, 0)",MONOCHROME2,1,1
8aa4c1ae195d,40ce1c379740,547698257647,8aa4c1ae195d_547698257647.png,"(2012, 2012)","(2012, 2012)","(1023.0, 5090.0)","(0, 0)",MONOCHROME2,7600,2
7585d5f73457,9443373b58bf,548939938de2,7585d5f73457_548939938de2.png,"(2988, 2988)","(2985, 2988)","(20.0, 3292.0)","(3, 0)",MONOCHROME2,2,1
43bcd9cbd79a,21752a5362e8,5489fb161045,43bcd9cbd79a_5489fb161045.png,"(2539, 3050)","(2539, 3050)","(109.0, 3761.0)","(0, 0)",MONOCHROME2,1,1
606f749a9152,74facf3340bd,54bc6a746891,606f749a9152_54bc6a746891.png,"(3480, 4240)","(3480, 4240)","(119.0, 1839.0)","(0, 0)",MONOCHROME1,1,1
b9c1352710b4,20a8cca6c1f8,54c0d8670c28,b9c1352710b4_54c0d8670c28.png,"(2320, 2832)","(1729, 2013)","(1.0, 3477.0)","(0, 391)",MONOCHROME2,1,1
b3e4687e4793,8c32b803a02e,54c2a4ddd625,b3e4687e4793_54c2a4ddd625.png,"(3032, 3032)","(2689, 2988)","(2.0, 3528.0)","(284, 20)",MONOCHROME2,1,1
88eecc1b7e07,1903a0b8fcfa,54d8b82f1ced,88eecc1b7e07_54d8b82f1ced.png,"(2964, 2980)","(2963, 2978)","(10.0, 3540.0)","(0, 0)",MONOCHROME2,1,1
65b2d542a83f,08dc6273ffc1,54dabacb80c3,65b2d542a83f_54dabacb80c3.png,"(3488, 4256)","(3487, 4128)","(3.0, 3510.0)","(0, 127)",MONOCHROME2,1,1
e17921c991eb,32f17d8f9130,54e9b0d1d87a,e17921c991eb_54e9b0d1d87a.png,"(3480, 4240)","(3480, 4240)","(778.0, 3661.0)","(0, 0)",MONOCHROME2,1,1
ed8cc5fd07f1,f0e94e3ae9a2,54ea47b77f33,ed8cc5fd07f1_54ea47b77f33.png,"(3480, 4240)","(3480, 4240)","(9.0, 221.0)","(0, 0)",MONOCHROME2,1,1
422689777b34,67f56ec3932c,54f658731652,422689777b34_54f658731652.png,"(3480, 4240)","(3480, 4240)","(177.0, 3622.0)","(0, 0)",MONOCHROME2,1,1
5b0997becf49,416efbedda6a,54f912577306,5b0997becf49_54f912577306.png,"(3488, 4256)","(3487, 4255)","(58.0, 3533.0)","(0, 0)",MONOCHROME2,1,1
c4201775db63,3292a21568ee,54ff4b7c1651,c4201775db63_54ff4b7c1651.png,"(2536, 3008)","(2536, 3005)","(44.0, 3530.0)","(0, 0)",MONOCHROME2,1,1
c4272626019e,8fb6ad6b05d2,550a30a6fdd6,c4272626019e_550a30a6fdd6.png,"(2540, 2880)","(2400, 2880)","(318.0, 11352.0)","(70, 0)",MONOCHROME2,,
35521a34aebc,0086488e5dbb,550f057ee0b0,35521a34aebc_550f057ee0b0.png,"(2848, 2822)","(2845, 2822)","(163.0, 3483.0)","(0, 0)",MONOCHROME2,2,1
494aed280098,f034ef5625a0,5521664ffec4,494aed280098_5521664ffec4.png,"(3032, 3032)","(3029, 3028)","(9.0, 3809.0)","(0, 4)",MONOCHROME2,1,1
3be9203f616c,4ed4d7d391f4,5526fe22f7d8,3be9203f616c_5526fe22f7d8.png,"(4240, 3480)","(3768, 3301)","(16.0, 223.0)","(220, 126)",MONOCHROME2,1,1
5cd6a7ebb37f,79d75aa36d00,552dc7a2b321,5cd6a7ebb37f_552dc7a2b321.png,"(3032, 3032)","(3029, 3028)","(18.0, 3660.0)","(0, 4)",MONOCHROME2,1,1
2e6158c0eb68,2fb7c76ef827,5557550c918d,2e6158c0eb68_5557550c918d.png,"(2540, 2880)","(2400, 2880)","(722.0, 9661.0)","(70, 0)",MONOCHROME2,,
b7065c7e72dd,cf4faadca1bc,555db1c9e816,b7065c7e72dd_555db1c9e816.png,"(3480, 4240)","(3480, 4228)","(246.0, 2139.0)","(0, 12)",MONOCHROME1,1,1
8c382f780705,c88eaa06413c,5577578a9f6a,8c382f780705_5577578a9f6a.png,"(3480, 4248)","(3480, 4248)","(44.0, 3459.0)","(0, 0)",MONOCHROME2,1,1
23dc45d96978,03121bd4e530,55795cc338f6,23dc45d96978_55795cc338f6.png,"(2540, 2880)","(2498, 2880)","(2748.0, 12620.0)","(8, 0)",MONOCHROME2,,
341323496486,68595a1794cc,5581882e884e,341323496486_5581882e884e.png,"(2801, 2802)","(2801, 2801)","(10.0, 2513.0)","(0, 0)",MONOCHROME2,1,1
5f0bc1dfa0f3,a7482b1d6138,55839276a9c9,5f0bc1dfa0f3_55839276a9c9.png,"(3480, 4240)","(3480, 4134)","(260.0, 1979.0)","(0, 0)",MONOCHROME1,2,1
1b6250d23465,7d441546a213,558cf3abe42d,1b6250d23465_558cf3abe42d.png,"(2544, 3056)","(2541, 3052)","(11.0, 3232.0)","(0, 4)",MONOCHROME2,5,1
a5cbe7d78172,b71252f59058,5597d905aa5c,a5cbe7d78172_5597d905aa5c.png,"(2868, 3052)","(2868, 3052)","(188.0, 3149.0)","(0, 0)",MONOCHROME2,1,1
af0e1211b9c6,ac3447d13815,559896adc701,af0e1211b9c6_559896adc701.png,"(2539, 3050)","(2539, 3050)","(62.0, 3618.0)","(0, 0)",MONOCHROME2,1,1
5ae77db07c44,235551e592e5,55a158b0d408,5ae77db07c44_55a158b0d408.png,"(2336, 2836)","(2336, 2836)","(5365.0, 17268.0)","(0, 0)",MONOCHROME1,2,1
87ba5ef70efe,53b27d696716,55b7e0151363,87ba5ef70efe_55b7e0151363.png,"(3480, 4248)","(3480, 4248)","(152.0, 3488.0)","(0, 0)",MONOCHROME2,1,1
630e1c371a8b,358ba60a4c8a,55c9ffe72cc5,630e1c371a8b_55c9ffe72cc5.png,"(2560, 3072)","(2560, 3072)","(95.0, 3130.0)","(0, 0)",MONOCHROME2,1,1
dbf24d77289c,cba93f1ecf99,55daef1978af,dbf24d77289c_55daef1978af.png,"(2416, 2872)","(2276, 2872)","(23.0, 115.0)","(70, 0)",MONOCHROME2,,
